lon,lat
-3.72643,56.038031
-3.721425,56.030707
-3.712636,56.028998
-3.693471,56.031155
-3.686635,56.030707
-3.679555,56.025458
-3.674794,56.018704
-3.668284,56.012763
-3.656239,56.010199
-3.599721,56.017239
-3.577382,56.017035
-3.405426,55.989732
-3.358266,55.989732
-3.340891,55.994452
-3.331044,55.994086
-3.320424,55.986029
-3.303456,55.977607
-3.121816,55.969306
-3.114735,55.966132
-3.096832,55.951972
-3.090728,55.948188
-3.078236,55.946845
-3.015696,55.950507
-2.939931,55.969306
-2.916656,55.980618
-2.900054,55.996161
-2.882883,56.00849
-2.857981,56.010199
-2.863637,56.022284
-2.866322,56.02676
-2.870961,56.030707
-2.852773,56.039781
-2.82315,56.05976
-2.802805,56.064846
-2.635121,56.058051
-2.615956,56.053168
-2.587554,56.030951
-2.569407,56.024482
-2.578359,56.008002
-2.583648,56.002753
-2.569569,55.999945
-2.544057,56.002672
-2.528961,55.996568
-2.52481,56.000556
-2.514556,56.005764
-2.507924,56.010199
-2.493276,56.001532
-2.452504,55.985256
-2.414377,55.978339
-2.350942,55.948188
-2.307769,55.935004
-2.14684,55.917304
-2.13801,55.914618
-2.132558,55.90644
-2.131093,55.897203
-2.128774,55.889797
-2.120961,55.886705
-2.099477,55.881781
-2.08019,55.869371
-2.022857,55.805487
-2.009674,55.790839
-1.877838,55.694892
-1.863189,55.671617
-1.853098,55.659329
-1.831532,55.650702
-1.82608,55.643622
-1.821685,55.63642
-1.816477,55.63288
-1.807118,55.634508
-1.800771,55.639228
-1.796295,55.644232
-1.792592,55.646552
-1.781402,55.645657
-1.768625,55.641913
-1.7565,55.633612
-1.74767,55.619208
-1.767974,55.619208
-1.767974,55.612982
-1.755971,55.608873
-1.720855,55.614569
-1.699127,55.612982
-1.630849,55.58511
-1.630849,55.578274
-1.636342,55.571682
-1.634674,55.564399
-1.627675,55.557115
-1.617177,55.550279
-1.630849,55.544135
-1.630849,55.537299
-1.622222,55.534084
-1.602935,55.523627
-1.602935,55.516791
-1.611318,55.508043
-1.606353,55.503241
-1.596344,55.499905
-1.589345,55.495673
-1.58495,55.48371
-1.58137,55.416653
-1.583119,55.406928
-1.588287,55.39057
-1.589101,55.385199
-1.589345,55.376532
-1.583323,55.354722
-1.558583,55.328925
-1.555816,55.311347
-1.557037,55.306627
-1.55899,55.302069
-1.56192,55.297797
-1.565745,55.293647
-1.570058,55.2862
-1.568227,55.279608
-1.56428,55.273261
-1.562082,55.266669
-1.556467,55.255032
-1.543935,55.243883
-1.520985,55.229397
-1.529164,55.216254
-1.524078,55.21011
-1.514272,55.204779
-1.507965,55.194648
-1.510813,55.18476
-1.517568,55.176215
-1.522125,55.167467
-1.517934,55.157131
-1.500722,55.141791
-1.495961,55.134589
-1.492543,55.112982
-1.483754,55.091702
-1.480092,55.085395
-1.476226,55.083645
-1.463287,55.080308
-1.459584,55.078599
-1.458079,55.075751
-1.454701,55.067572
-1.438303,55.042304
-1.429189,55.033271
-1.424062,55.024359
-1.419504,55.011705
-1.412913,55.000312
-1.401519,54.995429
-1.398183,54.992621
-1.370229,54.975531
-1.36266,54.964789
-1.361724,54.958686
-1.363515,54.95425
-1.364003,54.948188
-1.362864,54.92593
-1.360341,54.91706
-1.353139,54.91352
-1.355824,54.904283
-1.296783,54.779934
-1.275461,54.74844
-1.240468,54.721666
-1.225087,54.715033
-1.172231,54.701239
-1.172231,54.693793
-1.192616,54.693793
-1.192454,54.689276
-1.190785,54.686184
-1.18517,54.68008
-1.182729,54.672065
-1.178822,54.66474
-1.172922,54.658352
-1.164703,54.652777
-1.172922,54.644192
-1.182485,54.639228
-1.206288,54.632961
-1.203725,54.625718
-1.198842,54.621568
-1.191803,54.619778
-1.182118,54.619289
-1.179351,54.620917
-1.178456,54.624213
-1.176991,54.626776
-1.172231,54.626125
-1.169586,54.623603
-1.165435,54.61872
-1.162953,54.613959
-1.164703,54.611802
-1.152659,54.613186
-1.146718,54.618476
-1.138051,54.646552
-1.120595,54.633002
-1.103627,54.624661
-1.084218,54.620429
-1.042063,54.617092
-0.993479,54.598131
-0.787913,54.560777
-0.562978,54.477362
-0.534657,54.461005
-0.522857,54.447089
-0.521799,54.438056
-0.52359,54.430243
-0.520416,54.420071
-0.509999,54.411566
-0.476796,54.397203
-0.462758,54.388983
-0.447743,54.373196
-0.430572,54.349311
-0.418446,54.324042
-0.41804,54.303941
-0.41454,54.297309
-0.409006,54.290758
-0.401194,54.285631
-0.390736,54.283515
-0.394887,54.273139
-0.397572,54.269192
-0.389272,54.264065
-0.370473,54.247707
-0.362782,54.242499
-0.322011,54.23607
-0.31192,54.231635
-0.30012,54.224677
-0.277089,54.21776
-0.269602,54.207668
-0.262563,54.181098
-0.260365,54.176988
-0.233876,54.160468
-0.11144,54.131578
-0.07551,54.112128
-0.16393,54.083401
-0.194692,54.062323
-0.219472,54.022773
-0.197418,53.994818
-0.168691,53.929348
-0.151112,53.899319
-0.045155,53.801215
-0.023915,53.628852
-0.045033,53.625556
-0.069407,53.626939
-0.092275,53.631049
-0.11262,53.637519
-0.130035,53.646064
-0.225331,53.719916
-0.260365,53.735419
-0.295644,53.738796
-0.305165,53.739691
-0.431142,53.714301
-0.449696,53.714301
-0.510487,53.714301
-0.544423,53.709459
-0.551503,53.711168
-0.576243,53.725653
-0.579172,53.727973
-0.637034,53.732001
-0.658355,53.727973
-0.726471,53.700629
-0.717356,53.698676
-0.708567,53.695746
-0.700185,53.69184
-0.692454,53.686998
-0.67748,53.702826
-0.64981,53.710598
-0.619537,53.711859
-0.596181,53.708075
-0.555491,53.690497
-0.544749,53.68358
-0.529937,53.67768
-0.514027,53.681301
-0.486318,53.694485
-0.30724,53.71426
-0.279368,53.707099
-0.260365,53.686998
-0.188629,53.620429
-0.144032,53.606635
-0.113189,53.584621
-0.095937,53.577135
-0.060943,53.573961
-0.04662,53.57038
-3.096588,53.544338
-3.101918,53.558051
-3.099477,53.572008
-3.087636,53.587714
-3.02184,53.652818
-2.968658,53.694037
-2.960357,53.697577
-2.951731,53.708075
-2.911448,53.725043
-2.899037,53.735419
-2.984853,53.73607
-3.021474,53.745795
-3.049184,53.769517
-3.056386,53.803046
-3.044911,53.878485
-3.05663,53.906155
-3.040679,53.923529
-3.017568,53.931952
-2.925689,53.952704
-2.90925,53.953843
-2.896108,53.94774
-2.888539,53.946031
-2.885365,53.950507
-2.881988,53.956529
-2.874176,53.961656
-2.865142,53.965481
-2.857981,53.967597
-2.869252,53.978827
-2.834462,53.999823
-2.830068,54.016018
-2.847524,54.008368
-2.864858,54.004299
-2.895497,54.002346
-2.900299,54.00495
-2.916086,54.026557
-2.918202,54.034329
-2.911285,54.039984
-2.900787,54.044908
-2.892079,54.050116
-2.87267,54.071601
-2.858876,54.081
-2.826772,54.088813
-2.815175,54.098782
-2.795969,54.12519
-2.812815,54.139879
-2.836415,54.167589
-2.850942,54.184638
-2.854237,54.194078
-2.832875,54.199042
-2.810292,54.2119
-2.795237,54.229478
-2.795969,54.248725
-2.802805,54.248725
-2.80663,54.23371
-2.820872,54.221747
-2.850575,54.20775
-2.886383,54.196275
-2.904652,54.187649
-2.912668,54.176988
-2.9204,54.162055
-2.939198,54.155097
-2.984202,54.153144
-2.997711,54.159573
-3.011342,54.17414
-3.017323,54.19009
-3.008168,54.200344
-3.01537,54.2119
-3.024485,54.221584
-3.035756,54.225979
-3.049184,54.222073
-3.044667,54.208319
-3.047841,54.194322
-3.053538,54.181301
-3.05663,54.170233
-3.061025,54.161933
-3.090728,54.139472
-3.107655,54.118557
-3.117909,54.108832
-3.145253,54.100043
-3.14745,54.08869
-3.144399,54.075141
-3.145375,54.063788
-3.180531,54.092841
-3.189768,54.097886
-3.205719,54.098538
-3.219553,54.100775
-3.231109,54.105129
-3.240956,54.112128
-3.238108,54.12759
-3.232533,54.14468
-3.233144,54.159166
-3.248402,54.166815
-3.248402,54.173651
-3.215199,54.179836
-3.206776,54.20893
-3.209055,54.242743
-3.207387,54.263007
-3.223134,54.257636
-3.231353,54.247219
-3.240956,54.222073
-3.232167,54.202541
-3.247141,54.197943
-3.270131,54.199123
-3.286,54.197211
-3.306793,54.191881
-3.328521,54.204739
-3.364491,54.242499
-3.394195,54.26439
-3.407379,54.277737
-3.412913,54.293769
-3.41039,54.301459
-3.405995,54.309638
-3.404124,54.318549
-3.411448,54.33275
-3.413442,54.342963
-3.416331,54.344916
-3.440175,54.351752
-3.474273,54.3935
-3.497711,54.405829
-3.591868,54.4831
-3.608144,54.488267
-3.613189,54.491645
-3.623687,54.50609
-3.634185,54.512885
-3.62682,54.520413
-3.6162,54.527574
-3.611562,54.529934
-3.590321,54.564643
-3.563832,54.642768
-3.530141,54.688056
-3.516021,54.712877
-3.509185,54.721666
-3.500722,54.725979
